XH,TERM_ID,LABEL,LABEL_SUBTYPE,core_prob,behavior_prob,subgroup_prob,blend_prob,routed_prob,row_level_study_data_mode,CONFIDENCE_ZONE
pjxyqxbj273,2022-2023-2,0,normal,0.44404226422902676,,,0.44404226422902676,0.44404226422902676,core_only,uncertain
pjxyqxbk546,2022-2023-2,0,normal,0.9343695189507766,,,0.9343695189507766,0.9343695189507766,core_only,high_positive
pjxyqxbk222,2022-2023-2,1,single_fail,0.8277221331405834,,,0.8277221331405834,0.8277221331405834,core_only,high_positive
pjxyqxbk437,2022-2023-2,0,normal,0.8018210587708611,,,0.8018210587708611,0.8018210587708611,core_only,high_positive
pjxyqwbj459,2022-2023-2,0,normal,0.1836772353804307,,,0.1836772353804307,0.1836772353804307,core_only,high_negative
pjxyqwbj224,2022-2023-2,1,single_fail,0.09252456872719941,,,0.09252456872719941,0.09252456872719941,core_only,high_negative
pjxyqxbl730,2022-2023-2,0,normal,0.1654773251524704,,,0.1654773251524704,0.1654773251524704,core_only,high_negative
pjwrqxbj945,2022-2023-2,0,normal,0.246273191362834,,,0.246273191362834,0.246273191362834,core_only,high_negative
pjxyqxbk615,2022-2023-2,0,normal,0.05719926722695786,,,0.05719926722695786,0.05719926722695786,core_only,high_negative
pjxyqxbj984,2022-2023-2,0,normal,0.3615724211711933,,,0.3615724211711933,0.3615724211711933,core_only,uncertain
pjxyqxbj043,2022-2023-2,0,normal,0.029829943998129996,,,0.029829943998129996,0.029829943998129996,core_only,high_negative
pjxyqxbk667,2022-2023-2,1,single_fail,0.7032449163845333,,,0.7032449163845333,0.7032449163845333,core_only,high_positive
pjxyqxbj068,2022-2023-2,0,normal,0.06279149451009708,,,0.06279149451009708,0.06279149451009708,core_only,high_negative
pjxyqxbk294,2022-2023-2,1,single_fail,0.45723008613636673,,,0.45723008613636673,0.45723008613636673,core_only,uncertain
pjxtztbj998,2022-2023-2,0,normal,0.06988774275818399,,,0.06988774275818399,0.06988774275818399,core_only,high_negative
pjxyqxbj162,2022-2023-2,1,overall_low,0.8817821618193621,,,0.8817821618193621,0.8817821618193621,core_only,high_positive
pjxyqxbj067,2022-2023-2,1,single_fail,0.825304959718756,0.10117890260032973,0.8074276270090532,0.608067142583228,0.8074276270090532,core_plus_behavior,high_positive
pjxyqxbj066,2022-2023-2,0,normal,0.7999900509410774,,,0.7999900509410774,0.7999900509410774,core_only,high_positive
pjxyqxbj345,2022-2023-2,0,normal,0.021035746671715715,,,0.021035746671715715,0.021035746671715715,core_only,high_negative
pjxyqxbj251,2022-2023-2,0,normal,0.021035746671715715,0.18166207957412617,0.8026872506450956,0.06922364654243884,0.8026872506450956,core_plus_behavior,high_negative
pjxuqwbj605,2022-2023-2,0,normal,0.4436578325013017,,,0.4436578325013017,0.4436578325013017,core_only,uncertain
pjxuqwbj535,2022-2023-2,0,normal,0.12215487624828278,,,0.12215487624828278,0.12215487624828278,core_only,high_negative
pjxuqwbj500,2022-2023-2,0,normal,0.043996049885233236,0.16709894370204942,0.8026872506450956,0.08092691803027809,0.8026872506450956,core_plus_behavior,high_negative
pjxpqxbj937,2022-2023-2,0,normal,0.05707656036898172,0.10117890260032973,0.8074276270090532,0.07030726303838612,0.8074276270090532,core_plus_behavior,high_negative
pjxyqxbj985,2022-2023-2,0,normal,0.2777869093933971,,,0.2777869093933971,0.2777869093933971,core_only,high_negative
pjwrqxbj993,2022-2023-2,0,normal,0.06250110640976664,,,0.06250110640976664,0.06250110640976664,core_only,high_negative
pjxyqxbk669,2022-2023-2,1,single_fail,0.36229182959487133,,,0.36229182959487133,0.36229182959487133,core_only,uncertain
pjxyqxbj327,2022-2023-2,1,single_fail,0.26602449104774134,,,0.26602449104774134,0.26602449104774134,core_only,high_negative
pjxyqxbk067,2022-2023-2,1,single_fail,0.2579682428553594,,,0.2579682428553594,0.2579682428553594,core_only,high_negative
pjxyqxbk137,2022-2023-2,1,single_fail,0.03723884432297656,,,0.03723884432297656,0.03723884432297656,core_only,high_negative
pjxyqxbj827,2022-2023-2,1,single_fail,0.8883598506151701,0.16672795845418895,0.8026872506450956,0.6718702829668757,0.8026872506450956,core_plus_behavior,high_positive
pjxyqxbj961,2022-2023-2,1,single_fail,0.7256883114448764,,,0.7256883114448764,0.7256883114448764,core_only,high_positive
pjxyqxbk414,2022-2023-2,0,normal,0.0323365815869442,0.10117890260032973,0.8074276270090532,0.052989277890959856,0.8074276270090532,core_plus_behavior,high_negative
pjxyqxbj119,2022-2023-2,0,normal,0.7117546258959162,,,0.7117546258959162,0.7117546258959162,core_only,high_positive
pjxyqxbj817,2022-2023-2,0,normal,0.048953563914188314,,,0.048953563914188314,0.048953563914188314,core_only,high_negative
pjxyqxbj158,2022-2023-2,0,normal,0.3009431715231563,,,0.3009431715231563,0.3009431715231563,core_only,uncertain
pjxyqxbl931,2022-2023-2,1,single_fail,0.08332884872473054,,,0.08332884872473054,0.08332884872473054,core_only,high_negative
pjxyqxbk534,2022-2023-2,1,single_fail,0.03975983653668329,0.10117890260032973,0.8074276270090532,0.05818555635577722,0.8074276270090532,core_plus_behavior,high_negative
pjxyqxbk318,2022-2023-2,0,normal,0.029459738999476216,,,0.029459738999476216,0.029459738999476216,core_only,high_negative
pjxyqxbj507,2022-2023-2,1,single_fail,0.41956340180663904,,,0.41956340180663904,0.41956340180663904,core_only,uncertain
pjxyqxbj465,2022-2023-2,0,normal,0.3521387853719498,0.15372291644779798,0.8026872506450956,0.29261402469470427,0.8026872506450956,core_plus_behavior,uncertain
pjxyqxbj968,2022-2023-2,0,normal,0.07195840919606016,,,0.07195840919606016,0.07195840919606016,core_only,high_negative
pjxyqxbk217,2022-2023-2,1,single_fail,0.8633899300314589,,,0.8633899300314589,0.8633899300314589,core_only,high_positive
pjxyqxbj139,2022-2023-2,0,normal,0.09288840345331512,0.16709894370204942,0.8026872506450956,0.1151515655279354,0.8026872506450956,core_plus_behavior,high_negative
pjxyqxbl746,2022-2023-2,0,normal,0.16543873454885766,,,0.16543873454885766,0.16543873454885766,core_only,high_negative
pjxwxxbj995,2022-2023-2,0,normal,0.991217346724332,,,0.991217346724332,0.991217346724332,core_only,high_positive
pjxyqxbl699,2022-2023-2,0,normal,0.4521107238176564,,,0.4521107238176564,0.4521107238176564,core_only,uncertain
pjxsqxbj882,2022-2023-2,0,normal,0.06612667151907355,,,0.06612667151907355,0.06612667151907355,core_only,high_negative
pjxsqxbj994,2022-2023-2,0,normal,0.058408725971157135,,,0.058408725971157135,0.058408725971157135,core_only,high_negative
pjxsqxbj966,2022-2023-2,0,normal,0.06779040793272911,,,0.06779040793272911,0.06779040793272911,core_only,high_negative
pjxsqxbj938,2022-2023-2,0,normal,0.978819560747378,,,0.978819560747378,0.978819560747378,core_only,high_positive
pjxsqxbj840,2022-2023-2,0,normal,0.3093928866309726,,,0.3093928866309726,0.3093928866309726,core_only,uncertain
pjxsqxbj826,2022-2023-2,0,normal,0.23936220370261038,,,0.23936220370261038,0.23936220370261038,core_only,high_negative
pjxsqxbj812,2022-2023-2,0,normal,0.31451471380159374,,,0.31451471380159374,0.31451471380159374,core_only,uncertain
pjxsqxbj784,2022-2023-2,0,normal,0.10237100686762254,,,0.10237100686762254,0.10237100686762254,core_only,high_negative
pjxsqxbj811,2022-2023-2,1,single_fail,0.7301442784454094,,,0.7301442784454094,0.7301442784454094,core_only,high_positive
pjxsqxbj965,2022-2023-2,0,normal,0.058792394926524986,,,0.058792394926524986,0.058792394926524986,core_only,high_negative
pjxsqxbj909,2022-2023-2,0,normal,0.05659299567908957,,,0.05659299567908957,0.05659299567908957,core_only,high_negative
pjxsqxbj881,2022-2023-2,0,normal,0.5910807022376419,,,0.5910807022376419,0.5910807022376419,core_only,uncertain
pjxsqxbj867,2022-2023-2,0,normal,0.04765379425404725,,,0.04765379425404725,0.04765379425404725,core_only,high_negative
pjxyqxbj333,2022-2023-2,0,normal,0.49430228033903856,,,0.49430228033903856,0.49430228033903856,core_only,uncertain
pjxyqxbj051,2022-2023-2,0,normal,0.15216580937238663,,,0.15216580937238663,0.15216580937238663,core_only,high_negative
pjxqzxbj995,2022-2023-2,0,normal,0.6127102147088892,,,0.6127102147088892,0.6127102147088892,core_only,uncertain
pjxyqxbj505,2022-2023-2,0,normal,0.12151717468860039,,,0.12151717468860039,0.12151717468860039,core_only,high_negative
pjxqzxbj997,2022-2023-2,0,normal,0.05596818446690623,,,0.05596818446690623,0.05596818446690623,core_only,high_negative
pjxyqxbj823,2022-2023-2,1,single_fail,0.41173693637691455,,,0.41173693637691455,0.41173693637691455,core_only,uncertain
pjxyqxbl735,2022-2023-2,0,normal,0.11930632055042188,,,0.11930632055042188,0.11930632055042188,core_only,high_negative
pjxyqxbl703,2022-2023-2,0,normal,0.6391526906288046,,,0.6391526906288046,0.6391526906288046,core_only,uncertain
pjxyqxbl687,2022-2023-2,0,normal,0.19228264278664509,,,0.19228264278664509,0.19228264278664509,core_only,high_negative
pjxyqxbl750,2022-2023-2,0,normal,0.07955586398425059,0.15372291644779798,0.8026872506450956,0.1018059797233148,0.8026872506450956,core_plus_behavior,high_negative
pjxyqxbl710,2022-2023-2,0,normal,0.7515341414998651,,,0.7515341414998651,0.7515341414998651,core_only,high_positive
pjwrqxbj973,2022-2023-2,0,normal,0.12886974302384596,0.10117890260032973,0.8074276270090532,0.12056249089679108,0.8074276270090532,core_plus_behavior,high_negative
pjxyqxbj060,2022-2023-2,0,normal,0.37045355187065376,,,0.37045355187065376,0.37045355187065376,core_only,uncertain
pjxyqwbk746,2022-2023-2,0,normal,0.04201273644192309,,,0.04201273644192309,0.04201273644192309,core_only,high_negative
pjxyqwbk644,2022-2023-2,1,single_fail,0.14208831663079016,,,0.14208831663079016,0.14208831663079016,core_only,high_negative
pjxyqxbk839,2022-2023-2,1,overall_low,0.9788608369826768,,,0.9788608369826768,0.9788608369826768,core_only,high_positive
pjxyqwbk538,2022-2023-2,0,normal,0.9012856412009571,,,0.9012856412009571,0.9012856412009571,core_only,high_positive
pjxyqxbl763,2022-2023-2,1,overall_low,0.9908149954988803,,,0.9908149954988803,0.9908149954988803,core_only,high_positive
pjxsqxbj969,2022-2023-2,0,normal,0.062290588934045946,,,0.062290588934045946,0.062290588934045946,core_only,high_negative
pjxyqxbj718,2022-2023-2,1,single_fail,0.9667646037247264,0.10117890260032973,0.8074276270090532,0.7070888933874073,0.8074276270090532,core_plus_behavior,high_positive
pjxyqwbk736,2022-2023-2,1,single_fail,0.8840290977976524,0.14143703579819963,0.8026872506450956,0.6612514791978166,0.8026872506450956,core_plus_behavior,high_positive
pjxpqxbj975,2022-2023-2,0,normal,0.14166069314555935,,,0.14166069314555935,0.14166069314555935,core_only,high_negative
pjxyqxbj145,2022-2023-2,0,normal,0.1813752688459791,,,0.1813752688459791,0.1813752688459791,core_only,high_negative
pjxwzxkj993,2022-2023-2,0,normal,0.11516150372300833,,,0.11516150372300833,0.11516150372300833,core_only,high_negative
pjxwxxbj914,2022-2023-2,0,normal,0.38829974928917144,,,0.38829974928917144,0.38829974928917144,core_only,uncertain
pjxyqwbj554,2022-2023-2,0,normal,0.1947342378006147,,,0.1947342378006147,0.1947342378006147,core_only,high_negative
pjxvzxbj996,2022-2023-2,0,normal,0.20930672931065952,0.10117890260032973,0.8074276270090532,0.17686838129756058,0.8074276270090532,core_plus_behavior,high_negative
pjxyqwbj929,2022-2023-2,0,normal,0.2607350086805075,0.16709894370204942,0.8026872506450956,0.23264418918697005,0.8026872506450956,core_plus_behavior,high_negative
pjxyqwbj788,2022-2023-2,0,normal,0.09847214608411649,,,0.09847214608411649,0.09847214608411649,core_only,high_negative
pjxyqwbj741,2022-2023-2,0,normal,0.034872789577339976,0.11312224959117212,0.8074276270090532,0.05834762758148962,0.8074276270090532,core_plus_behavior,high_negative
pjxyqwbj506,2022-2023-2,0,normal,0.13989848944985764,,,0.13989848944985764,0.13989848944985764,core_only,high_negative
pjxxxxbj980,2022-2023-2,0,normal,0.2219854929005476,,,0.2219854929005476,0.2219854929005476,core_only,high_negative
pjxyqxbk094,2022-2023-2,1,single_fail,0.02677267620776114,0.10117890260032973,0.8074276270090532,0.049094544125531714,0.8074276270090532,core_plus_behavior,high_negative
pjxyqxbl969,2022-2023-2,0,normal,0.03760019285406759,,,0.03760019285406759,0.03760019285406759,core_only,high_negative
pjxyqxbl794,2022-2023-2,0,normal,0.03134495829220516,,,0.03134495829220516,0.03134495829220516,core_only,high_negative
pjxyqxbk042,2022-2023-2,0,normal,0.08292390503491734,,,0.08292390503491734,0.08292390503491734,core_only,high_negative
pjxpqxbj976,2022-2023-2,0,normal,0.03357976541296943,,,0.03357976541296943,0.03357976541296943,core_only,high_negative
pjxyqxbk147,2022-2023-2,0,normal,0.19026849375839122,,,0.19026849375839122,0.19026849375839122,core_only,high_negative
pjxyqxbk072,2022-2023-2,0,normal,0.5020063027251844,0.15372291644779798,0.8026872506450956,0.39752128684196847,0.8026872506450956,core_plus_behavior,uncertain
pjxyqxbk047,2022-2023-2,0,normal,0.07712318104534019,,,0.07712318104534019,0.07712318104534019,core_only,high_negative
pjxyqwbj695,2022-2023-2,0,normal,0.12222784716123951,0.11312224959117212,0.8074276270090532,0.11949616789021929,0.8074276270090532,core_plus_behavior,high_negative
pjxyqwbj789,2022-2023-2,0,normal,0.10059705924493213,,,0.10059705924493213,0.10059705924493213,core_only,high_negative
pjxyqxbj155,2022-2023-2,0,normal,0.024009533534607188,,,0.024009533534607188,0.024009533534607188,core_only,high_negative
pjxyqxbk686,2022-2023-2,0,normal,0.4240319910100478,,,0.4240319910100478,0.4240319910100478,core_only,uncertain
pjxyqxbk281,2022-2023-2,0,normal,0.16067709584466114,,,0.16067709584466114,0.16067709584466114,core_only,high_negative
pjxyqxbk934,2022-2023-2,0,normal,0.5089367045984374,,,0.5089367045984374,0.5089367045984374,core_only,uncertain
pjxyqxbk792,2022-2023-2,0,normal,0.14996541695172588,,,0.14996541695172588,0.14996541695172588,core_only,high_negative
pjxwzxkj992,2022-2023-2,0,normal,0.09799473304453772,,,0.09799473304453772,0.09799473304453772,core_only,high_negative
pjxwxxbj960,2022-2023-2,0,normal,0.47123538528451203,,,0.47123538528451203,0.47123538528451203,core_only,uncertain
pjxwxxbj913,2022-2023-2,1,single_fail,0.8595039240089581,,,0.8595039240089581,0.8595039240089581,core_only,high_positive
pjxsqxbj789,2022-2023-2,0,normal,0.058814126718389294,,,0.058814126718389294,0.058814126718389294,core_only,high_negative
pjxyqxbk195,2022-2023-2,0,normal,0.17418890374482368,,,0.17418890374482368,0.17418890374482368,core_only,high_negative
pjxyqxbk827,2022-2023-2,0,normal,0.03457627100112841,,,0.03457627100112841,0.03457627100112841,core_only,high_negative
pjxyqxbj496,2022-2023-2,0,normal,0.020982229529734716,,,0.020982229529734716,0.020982229529734716,core_only,high_negative
pjxyqxbj915,2022-2023-2,0,normal,0.020974584792238012,,,0.020974584792238012,0.020974584792238012,core_only,high_negative
pjxyqxbj663,2022-2023-2,0,normal,0.9339274823144404,,,0.9339274823144404,0.9339274823144404,core_only,high_positive
pjxxxxbj997,2022-2023-2,0,normal,0.07417768448886256,,,0.07417768448886256,0.07417768448886256,core_only,high_negative
pjxxxxbj955,2022-2023-2,1,single_fail,0.08876537053716815,0.10117890260032973,0.8074276270090532,0.09248943015611662,0.8074276270090532,core_plus_behavior,high_negative
pjxxxxbj913,2022-2023-2,1,single_fail,0.05731430678092371,,,0.05731430678092371,0.05731430678092371,core_only,high_negative
pjxyqxbk780,2022-2023-2,0,normal,0.053467731885883774,,,0.053467731885883774,0.053467731885883774,core_only,high_negative
pjxyqxbj580,2022-2023-2,0,normal,0.024424243506607674,,,0.024424243506607674,0.024424243506607674,core_only,high_negative
pjxyqxbl945,2022-2023-2,0,normal,0.021050627300004038,,,0.021050627300004038,0.021050627300004038,core_only,high_negative
pjxpqxbj997,2022-2023-2,0,normal,0.3164622638179691,,,0.3164622638179691,0.3164622638179691,core_only,uncertain
pjxyqxbk081,2022-2023-2,0,normal,0.4639778177768129,,,0.4639778177768129,0.4639778177768129,core_only,uncertain
pjxyqxbj165,2022-2023-2,1,single_fail,0.48209196669877963,,,0.48209196669877963,0.48209196669877963,core_only,uncertain
pjxyqxbk742,2022-2023-2,0,normal,0.28776501606017013,0.10117890260032973,0.8074276270090532,0.23178918202221802,0.8074276270090532,core_plus_behavior,high_negative
pjxwzxkj989,2022-2023-2,0,normal,0.15001514231520832,,,0.15001514231520832,0.15001514231520832,core_only,high_negative
pjxwxxbj910,2022-2023-2,1,single_fail,0.906351128926651,,,0.906351128926651,0.906351128926651,core_only,high_positive
pjxyqxbl866,2022-2023-2,0,normal,0.601601072540417,0.14551827151426122,0.8026872506450956,0.46477623223257025,0.8026872506450956,core_plus_behavior,uncertain
pjxyqwbj821,2022-2023-2,1,single_fail,0.6534130315527056,,,0.6534130315527056,0.6534130315527056,core_only,uncertain
pjxyqwbj445,2022-2023-2,0,normal,0.04540877996894842,,,0.04540877996894842,0.04540877996894842,core_only,high_negative
pjxyqwbj398,2022-2023-2,1,single_fail,0.04890670813345501,,,0.04890670813345501,0.04890670813345501,core_only,high_negative
pjxyqwbj351,2022-2023-2,0,normal,0.2707052146310162,,,0.2707052146310162,0.2707052146310162,core_only,high_negative
pjxyqwbj163,2022-2023-2,0,normal,0.22753047519732592,,,0.22753047519732592,0.22753047519732592,core_only,high_negative
pjxyqwbj046,2022-2023-2,1,single_fail,0.4360130080121169,,,0.4360130080121169,0.4360130080121169,core_only,uncertain
pjxyqwbk966,2022-2023-2,0,normal,0.12245717697821815,,,0.12245717697821815,0.12245717697821815,core_only,high_negative
pjxyqwbk902,2022-2023-2,0,normal,0.8964858984710938,,,0.8964858984710938,0.8964858984710938,core_only,high_positive
pjxyqwbj950,2022-2023-2,0,normal,0.1087319750394359,,,0.1087319750394359,0.1087319750394359,core_only,high_negative
pjxyqwbj809,2022-2023-2,0,normal,0.2306846440189002,,,0.2306846440189002,0.2306846440189002,core_only,high_negative
pjxyqwbk520,2022-2023-2,0,normal,0.19051687550632077,,,0.19051687550632077,0.19051687550632077,core_only,high_negative
pjxsqxbj844,2022-2023-2,0,normal,0.13155280656369925,,,0.13155280656369925,0.13155280656369925,core_only,high_negative
pjxyqwbk537,2022-2023-2,0,normal,0.09419723326468231,,,0.09419723326468231,0.09419723326468231,core_only,high_negative
pjwrqxbj884,2022-2023-2,0,normal,0.040303325229987336,,,0.040303325229987336,0.040303325229987336,core_only,high_negative
pjwtqxbj968,2022-2023-2,1,single_fail,0.6705576472497504,,,0.6705576472497504,0.6705576472497504,core_only,uncertain
pjxyqxbj164,2022-2023-2,0,normal,0.0887924917543368,,,0.0887924917543368,0.0887924917543368,core_only,high_negative
pjxyqxbk190,2022-2023-2,1,single_fail,0.556612662508241,0.10117890260032973,0.8074276270090532,0.41998253453586765,0.8074276270090532,core_plus_behavior,uncertain
pjxyqxbk165,2022-2023-2,0,normal,0.15313451799397446,,,0.15313451799397446,0.15313451799397446,core_only,high_negative
pjxyqxbk065,2022-2023-2,0,normal,0.2065142016452335,0.16709894370204942,0.8026872506450956,0.1946896242622783,0.8026872506450956,core_plus_behavior,high_negative
pjxwxxbj908,2022-2023-2,1,single_fail,0.9943275426718287,,,0.9943275426718287,0.9943275426718287,core_only,high_positive
pjxyqxbk162,2022-2023-2,1,single_fail,0.970824265386654,,,0.970824265386654,0.970824265386654,core_only,high_positive
pjxyqxbl937,2022-2023-2,0,normal,0.14378730296510894,,,0.14378730296510894,0.14378730296510894,core_only,high_negative
pjxyqxbl837,2022-2023-2,0,normal,0.10773454758621916,0.16709894370204942,0.8026872506450956,0.12554386642096824,0.8026872506450956,core_plus_behavior,high_negative
pjvyzxbj993,2022-2023-2,1,single_fail,0.8242812921844843,0.14551827151426122,0.8026872506450956,0.6206523859834173,0.8026872506450956,core_plus_behavior,high_positive
pjxsqxbj998,2022-2023-2,1,single_fail,0.3665025991018841,,,0.3665025991018841,0.3665025991018841,core_only,uncertain
pjxsqxbj942,2022-2023-2,0,normal,0.07627401556183015,,,0.07627401556183015,0.07627401556183015,core_only,high_negative
pjxsqxbj886,2022-2023-2,0,normal,0.05658465514747885,,,0.05658465514747885,0.05658465514747885,core_only,high_negative
pjxyqxbl836,2022-2023-2,0,normal,0.21947060061971768,,,0.21947060061971768,0.21947060061971768,core_only,high_negative
pjxyqxbj257,2022-2023-2,0,normal,0.6488002253622671,,,0.6488002253622671,0.6488002253622671,core_only,uncertain
pjxyqwbk724,2022-2023-2,0,normal,0.08181231486947917,,,0.08181231486947917,0.08181231486947917,core_only,high_negative
pjwtqxbj914,2022-2023-2,0,normal,0.03322531864571882,0.18073940412396983,0.8026872506450956,0.07747954428919412,0.8026872506450956,core_plus_behavior,high_negative
pjxsqxbj816,2022-2023-2,0,normal,0.21212441427171744,,,0.21212441427171744,0.21212441427171744,core_only,high_negative
pjxyqxbj657,2022-2023-2,0,normal,0.021035746671715715,,,0.021035746671715715,0.021035746671715715,core_only,high_negative
pjxuqwbj468,2022-2023-2,0,normal,0.2882049045242365,,,0.2882049045242365,0.2882049045242365,core_only,high_negative
pjxyqxbj395,2022-2023-2,0,normal,0.10224637609985741,0.10117890260032973,0.8074276270090532,0.1019261340499991,0.8074276270090532,core_plus_behavior,high_negative
pjxyqxbj728,2022-2023-2,0,normal,0.1993697948581517,,,0.1993697948581517,0.1993697948581517,core_only,high_negative
pjxyqxbj578,2022-2023-2,0,normal,0.32336776681181834,,,0.32336776681181834,0.32336776681181834,core_only,uncertain
pjxyqxbk649,2022-2023-2,0,normal,0.07863398425540702,,,0.07863398425540702,0.07863398425540702,core_only,high_negative
pjxyqxbj736,2022-2023-2,1,single_fail,0.16243384155701673,,,0.16243384155701673,0.16243384155701673,core_only,high_negative
pjxyqxbj848,2022-2023-2,0,normal,0.14402934949484061,,,0.14402934949484061,0.14402934949484061,core_only,high_negative
pjxyqxbk627,2022-2023-2,0,normal,0.5234208581029568,,,0.5234208581029568,0.5234208581029568,core_only,uncertain
pjxyqxbk531,2022-2023-2,0,normal,0.031550081584181565,,,0.031550081584181565,0.031550081584181565,core_only,high_negative
pjxuqwbj881,2022-2023-2,0,normal,0.05563964451519567,,,0.05563964451519567,0.05563964451519567,core_only,high_negative
pjxuqwbj566,2022-2023-2,1,single_fail,0.6896813933859076,,,0.6896813933859076,0.6896813933859076,core_only,uncertain
pjxuqwbj461,2022-2023-2,0,normal,0.06493478386686673,,,0.06493478386686673,0.06493478386686673,core_only,high_negative
pjxyqwbk698,2022-2023-2,1,single_fail,0.8724354044332818,0.10117890260032973,0.8074276270090532,0.6410584538833961,0.8074276270090532,core_plus_behavior,high_positive
pjxuzxbj984,2022-2023-2,0,normal,0.15414478643753157,,,0.15414478643753157,0.15414478643753157,core_only,high_negative
pjxuqwbj797,2022-2023-2,0,normal,0.052377557139135236,,,0.052377557139135236,0.052377557139135236,core_only,high_negative
pjxuqwbj503,2022-2023-2,0,normal,0.09193582335402162,,,0.09193582335402162,0.09193582335402162,core_only,high_negative
pjxyqxbj867,2022-2023-2,0,normal,0.04429862588135031,,,0.04429862588135031,0.04429862588135031,core_only,high_negative
pjxuqwbj538,2022-2023-2,1,single_fail,0.9501617329895592,,,0.9501617329895592,0.9501617329895592,core_only,high_positive
pjxuqwbj643,2022-2023-2,0,normal,0.06678238093883916,,,0.06678238093883916,0.06678238093883916,core_only,high_negative
pjxyqxbj405,2022-2023-2,0,normal,0.23090154795652196,,,0.23090154795652196,0.23090154795652196,core_only,high_negative
pjxxxxbj907,2022-2023-2,0,normal,0.11525430446182118,,,0.11525430446182118,0.11525430446182118,core_only,high_negative
pjxsqxbj872,2022-2023-2,0,normal,0.06787945780788363,,,0.06787945780788363,0.06787945780788363,core_only,high_negative
pjxyqxbk961,2022-2023-2,0,normal,0.15164635370234625,,,0.15164635370234625,0.15164635370234625,core_only,high_negative
pjxyqwbk931,2022-2023-2,0,normal,0.04915142953555109,0.14551827151426122,0.8026872506450956,0.07806148212916414,0.8026872506450956,core_plus_behavior,high_negative
pjxyqwbk583,2022-2023-2,1,single_fail,0.9806254475493495,,,0.9806254475493495,0.9806254475493495,core_only,high_positive
pjxyqwbk549,2022-2023-2,1,single_fail,0.9048308587458492,,,0.9048308587458492,0.9048308587458492,core_only,high_positive
pjxyqwbk769,2022-2023-2,1,single_fail,0.303588857314763,0.14551827151426122,0.8026872506450956,0.25616768157461245,0.8026872506450956,core_plus_behavior,uncertain
pjxyqwbk735,2022-2023-2,1,single_fail,0.7558601224805133,,,0.7558601224805133,0.7558601224805133,core_only,high_positive
pjxyqwbj058,2022-2023-2,0,normal,0.16222340911472297,,,0.16222340911472297,0.16222340911472297,core_only,high_negative
pjxyqwbj090,2022-2023-2,0,normal,0.057806120037347246,0.10117890260032973,0.8074276270090532,0.07081795480624199,0.8074276270090532,core_plus_behavior,high_negative
pjxyqwbj041,2022-2023-2,1,single_fail,0.593037416105801,,,0.593037416105801,0.593037416105801,core_only,uncertain
pjxyqwbj758,2022-2023-2,0,normal,0.10223741049709777,,,0.10223741049709777,0.10223741049709777,core_only,high_negative
pjxuqwbj713,2022-2023-2,0,normal,0.12344866868385901,,,0.12344866868385901,0.12344866868385901,core_only,high_negative
